a,啊
siuhue,收歲
siuhue,siu-hué
siuhue,siu-huè
siuiok,守約
siuiok,siú-iok
siuiong,休養
siuiong,siu-ióng
siuji,收字
siuji,siu-jī
siujin,仇人
siujin,siû-jīn
siukat,收卡
siukat,siu-ka̍t
siukee,修改
siukee,售價
siukee,siu-kée
siukee,siū-kèe
siukeng,收經
siukeng,siu-keng
siukhau,收口
siukhau,siu-kháu
siukhioh,收抾
siukhioh,siu-khioh
siukhng,收匟
siukhng,siu-khǹg
siukhuannthau,收看頭
siukhuannthau,siu-khuànn-thâu
siukiuhua,繡球花
siukiuhua,siù-kiû-hua
siukuan,收棺
siukuan,siu-kuan
siule,收禮
siule,siu,lé
siuleng,首領
siuleng,siú-léng
siulian,修煉
siulian,siu-liān
siului,收鐳
siului,siu,lui
siumai,燒賣
siumai,siu-mai
siumi,壽麵
siumi,siū-mī
siunua,收涎
siunua,siu-nuā
siupenn,修平
siupenn,siu-pênn
siupun,收本
siupun,siu-pún
siusann,壽衫
siusann,siū-sann
siusek,首席
siusek,siú-se̍k
siusekim,收稅金
siusekim,siu,se-kim
siusekpootiaunn,首席部長
siusekpootiaunn,siú-se̍k,pōo-tiáunn
siusekpootionn,首席部長
siusekpootionn,siú-se̍k,pōo-tiónn
siuseng,收成
siuseng,siu-sêng
siusi,收屍
siusi,守時
siusi,siu-si
siusi,siú-sî
siusiah,修削
siusiah,siu-siah
siusin,修身
siusin,守信
siusin,siu-sin
siusin,siú-sìn
siusuah,收煞
siusuah,siu-suah
siutann,收檔
siutann,siu-tānn
siuteng,修訂
siuteng,siu-tēng
siuthak,修讀
siuthak,siu-tha̍k
siutho,壽桃
siutho,siū-thô
siuthuann,收攤
siuthuann,siu-thuann
siutiau,收條
siutiau,siu-tiâu
siutiaunn,收場
siutiaunn,首長
siutiaunn,siu-tiâunn
siutiaunn,siú-tiáunn
siutionn,首長
siutionn,siú-tiónn
siuto,修道
siuto,siu-tō
siutoinn,修道院
siutoinn,siu-tō-īnn
siutsek,守則
siutsek,siú-tsek
siutseng,修整
siutseng,修正
siutseng,siu-tséng
siutseng,siu-tsèng
siutshiu,收手
siutshiu,siu-tshiú
siutshu,收茨
siutshu,siu-tshù
siutshuitshiu,修喙鬚
siutshuitshiu,siu-tshuì-tshiu
siutsiamtsi,繡針黹
siutsiamtsi,siù,tsiam-tsí
siutsuiti,泅水池
siutsuiti,siû-tsuí-tî
siutuakhoo,受大苦
siutuakhoo,siū,tuā-khóo
siutuann,收單
siutuann,siu-tuann
siwo,是喔
siwo,sī,wō
snghua,霜花
snghua,sng-hua
sngka,霜絞
sngka,sng-ká
sngkak,霜角
sngkak,sng-kak
sngkakki,霜角機
sngkakki,sng-kak-ki
sngkakpeng,霜角冰
sngkakpeng,sng-kak-peng
sngkakpuann,霜角盤
sngkakpuann,sng-kak-puânn
sngkaktee,霜角茶
sngkaktee,sng-kak-têe
sngkaktsui,霜角水
sngkaktsui,sng-kak-tsuí
sngkiu,霜球
sngkiu,sng-kiû
sngleng,霜冷
sngleng,sng-léng
sngpang,霜房
sngpang,sng-pâng
sngpuann,霜盤
sngpuann,sng-puânn
sngtiau,霜條
sngtiau,sng-tiâu
sngtshio,耍笑
sngtshio,sńg-tshiò
sngtsui,霜水
sngtsui,sng-tsuí
sngtu,霜櫥
sngtu,sng-tû
sngtuinn,損斷
sngtuinn,sńg-tuīnn
snguan,霜丸
snguan,sng-uân
sohhongki,欶風機
sohhongki,soh-hong-ki
sohhueh,欶血
sohhueh,soh-hueh
sohhuehkui,欶血鬼
sohhuehkui,soh-hueh-kuí
sohhuehthang,欶血蟲
sohhuehthang,soh-hueh-thâng
sohkong,欶管
sohkong,soh-kóng
sohleng,欶奶
sohleng,soh,leng
sohtshau,欶草
sohtshau,soh-tsháu
sohtsui,欶水
sohtsui,soh,tsuí
soinn,搔圓
soinn,so-înn
sokse,縮細
sokse,sok-sè
sokteesim,縮茶心
sokteesim,sok-têe-sim
somsom,森森
somsom,som-som
somtsui,森水
somtsui,som-tsuí
somui,鎖門
somui,só,muî
songhu,喪府
songhu,song-hú
songkee,喪家
songkee,song-kee
songle,喪禮
songle,song-lé
songseng,喪生
songseng,sòng-seng
sooau,所後
sooau,sóo-āu
soobue,數尾
soobue,sòo-bué
soofa,沙發
soofa,soo-fá
soohoo,數戶
soohoo,sòo-hōo
sooiong,所用
sooiong,sóo-iōng
sookinn,所見
sookinn,sóo-kìnn
soolian,蘇聯
soolian,soo-liân
soosu,數詞
soosu,sòo-sû
sootan,蘇丹
sootan,soo-tan
sootek,所得
sootek,sóo-tek
sootekse,所得稅
sootekse,sóo-tek-sè
sootiaunn,所長
sootiaunn,sóo-tiáunn
sootionn,所長
sootionn,sóo-tiónn
sootong,蘇東
sootong,soo-tong
sootsai,所知
sootsai,sóo-tsai
sootsoksooui,所作所爲
sootsoksooui,sóo-tsok-sóo-uī
sootsu,數珠
sootsu,sòo-tsu
soteng,鎖定
soteng,só-tēng
sottian,踤電
sottian,so̍t-tiān
su,書
suahhongkeng,煞風景
suahhongkeng,suah-hong-kéng
suahsuahkhi,煞煞去
suahsuahkhi,suah-suah-khì
suahtshuibue,煞喙尾
suahtshuibue,suah-tshuì-bué
suahtshuita,煞喙焦
suahtshuita,suah-tshuì-ta
suainnatsu,檨仔珠
suainnatsu,suāinn-á-tsu
sualiap,沙粒
sualiap,sua-lia̍p
sualoo,沙路
sualoo,sua-lōo
suamua,沙鰻
suamua,sua-muâ
suanahua,蒜仔花
suanahua,suàn-á-hua
suanjit,選日
suanjit,suán-ji̍t
Suannateng,山仔頂
Suannateng,Suann-á-téng
suannbue,山尾
suannbue,suann-bué
suannheng,散形
suannheng,suànn-hêng
suannhi,散戲
suannhi,suànn-hì
suannhiaunn,線香
suannhiaunn,suànn-hiaunn
suannhiohtsu,山葉薯
suannhiohtsu,suann-hio̍h-tsû
suannhionn,線香
suannhionn,suànn-hionn
suannhuan,山番
suannhuan,suann-huan
suanniaunn,山羊
suanniaunn,suann-iâunn
suannioh,山藥
suannioh,suann-io̍h
suannionn,山羊
suannionn,suann-iônn
suannjin,散仁
suannjin,suánn-jîn
suannke,山雞
suannke,suann-ke
suannkha,山骹
suannkha,suann-kha
suannkhang,山空
suannkhang,suann-khang
suannkheeh,散客
suannkheeh,suánn-kheeh
suannkhenn,山坑
suannkhenn,suann-khenn
suannkiu,山球
suannkiu,suann-kiû
suannku,山龜
suannku,suann-ku
suannkuinn,散光
suannkuinn,suànn-kuinn
suannlia,山狸仔
suannlia,suann-lî-á
suannlui,散鐳
suannlui,suánn-lui
suannmeeh,山脈
suannmeeh,suann-me̍eh
suannpa,山芭
suannpa,suann-pa
suannpahuan,山芭番
suannpahuan,suann-pa-huan
suannpakau,山芭猴
suannpakau,suann-pa-kâu
suannpalang,山芭人
suannpalang,suann-pa-lâng
suannpang,山崩
suannpang,suann-pang
suannpangtelih,山崩地裂
suannpangtelih,suann-pang-tē-li̍h
suannphau,散炮
suannphau,suànn-phàu
suannpoo,山步
suannpoo,suann-pōo
suannsin,山神
suannsin,suann-sîn
suannsuanthau,山蒜頭
suannsuanthau,suann-suán-thâu
suanntai,散台
suanntai,suànn-tâi
suanntangpeeha,山東白仔
suanntangpeeha,suann-tang-pe̍eh-á
suannte,散塊
suannte,suánn-tè
Suanntemui,山地門
Suanntemui,Suann-tē-muî
suannteng,山頂
suannteng,線頂
suannteng,suann-téng
suannteng,suànn-téng
suanntengtsui,山頂水
suanntengtsui,suann-téng-tsuí
suanntiaunn,散場
suanntiaunn,suànn-tiâunn
suanntionn,散場
suanntionn,suànn-tiônn
suanntoh,散桌
suanntoh,suànn-toh
suanntsheng,散清
suanntsheng,suànn-tsheng
suanntsng,散裝
suanntsng,suánn-tsng
suanntsuanntsui,山泉水
suanntsuanntsui,suann-tsuânn-tsuí
suanse,訕洗
suanse,suān-sé
suantek,選擇
suantek,suán-te̍k
suanteng,選定
suanteng,suán-tēng
suantseng,選情
suantseng,suán-tsêng
suantsheng,宣稱
suantsheng,suan-tsheng
suapau,沙包
suapau,sua-pau
suatbeng,說明
suatbeng,suat-bêng
suatbengsu,說明書
suatbengsu,suat-bêng-su
suate,沙地
suate,sua-tē
suatshu,徙厝
suatshu,suá-tshù
suattshiaunn,說唱
suattshiaunn,suat-tshiàunn
suattshionn,說唱
suattshionn,suat-tshiònn
suatui,沙堆
suatui,sua-tui
suaua,沙畫
suaua,sua-uā
subeng,使命
subeng,sú-bēng
subunlang,斯文人
subunlang,su-bûn-lâng
suekeng,垂肩
suekeng,suê-keng
suekheeh,說客
suekheeh,suè-kheeh
sueong,衰旺
sueong,sue-ōng
suesiauun,衰潲運
suesiauun,sue-siâu-ūn
suetsai,衰在
suetsai,sue-tsāi
suetshu,稅茨
suetshu,suè-tshù
suetsitpoo,衰一步
suetsitpoo,sue-tsi̍t-pōo
sugiap,私業
sugiap,su-gia̍p
suhiannti,師兄弟
suhiannti,su-hiann-tī
suia,師爺
suia,su-iâ
suibai,媠䆀
suibai,suí-bái
suigianggiang,媠鈃鈃
suigianggiang,suí-giang-giang
suikhui,嫷氣
suikhui,suí-khuì
suikiengpian,隨機應變
suikiengpian,suî-ki-èng-piàn
suinn,痠
suinn,suinn
suinn,算
suinn,suìnn
suinn,酸
suinn,suinn
suinnban,算萬
suinnban,suìnn-bān
suinnbeho,算袂和
suinnbeho,suìnn,bē,hô
suinnbopuann,算無盤
suinnbopuann,suìnn,bô,puânn
suinnbuehun,酸梅粉
suinnbuehun,suinn-buê-hún
suinnbuetsiaunn,酸梅醬
suinnbuetsiaunn,suinn-buê-tsiàunn
suinnbuetsionn,酸梅醬
suinnbuetsionn,suinn-buê-tsiònn
suinneho,算會和
suinneho,suìnn,ē,hô
suinngiah,算額
suinngiah,suìnn-gia̍h
suinnhuat,算法
suinnhuat,suìnn-huat
suinnkam,酸柑
suinnkam,suinn-kam
suinnkamtinn,酸甘甜
suinnkamtinn,suinn-kam-tinn
suinnlui,算鐳
suinnlui,suìnn,lui
suinnmia,算命
suinnmia,suìnn-miā
suinnmiasian,算命仙
suinnmiasian,suìnn-miā-sian
suinnnui,痠軟
suinnnui,suinn-nuí
suinnpah,算百
suinnpah,suìnn-pah
suinnpahban,算百萬
suinnpahban,suìnn-pah-bān
suinnpahtsheng,算百千
suinnpahtsheng,suìnn-pah-tsheng
suinnpuann,算盤
suinnpuann,suìnn-puânn
suinnsi,算是
suinnsi,suìnn-sī
suinnsiau,算數
suinnsiau,suìnn-siàu
suinnsun,酸筍
suinnsun,suinn-sún
suinnthiann,痠疼
suinnthiann,suinn-thiànn
suinnthiuthiann,痠抽疼
suinnthiuthiann,suinn-thiu-thiànn
suinntsap,算十
suinntsap,suìnn-tsa̍p
suinntsheng,算千
suinntsheng,suìnn-tsheng
suinntso,算做
suinntso,suìnn-tsò
suinntuann,算單
suinntuann,suìnn-tuann
suisek,媠色
suisek,suí-sek
suitangtang,嫷鶇鶇
suitangtang,suí-tang-tang
sujiokuinn,輸尿管
sujiokuinn,su-jiō-kuínn
sujiphuat,輸入法
sujiphuat,su-ji̍p-huat
suka,私家
suka,su-ka
sukah,思合
sukah,私合
sukah,su-kah
sukee,暑假
sukee,sú-kée
sukiau,輸筊
sukiau,su-kiáu
sukui,四季
sukui,sù-kuì
suleng,司令
suleng,su-lēng
sunbak,順目
sunbak,sûn-ba̍k
sunek,損益
sunek,純益
sunek,sún-ek
sunek,sûn-ek
sunhok,順服
sunhok,sûn-hok
sunioo,師娘
sunioo,su-niôo
sunsu,順事
sunsu,sûn-sū
suntseng,純情
suntseng,純淨
suntseng,sûn-tsêng
suntseng,sûn-tsēng
sunuikuinn,輸卵管
sunuikuinn,su-nuī-kuínn
supeng,士兵
supeng,sū-peng
supheng,書評
supheng,su-phêng
suphue,賜配
suphue,sù-phuè
suse,輸勢
suse,su-sè
susekpai,四色牌
susekpai,sù-sek-pâi
suseng,師生
suseng,su-seng
susitsiong,事實上
susitsiong,sū-si̍t-siōng
susu,事事
susu,sū-sū
susubunbun,斯斯文文
susubunbun,su-su-bûn-bûn
sutek,師德
sutek,su-tek
sutian,詞典
sutian,sû-tián
sutiaunn,司長
sutiaunn,師長
sutiaunn,署長
sutiaunn,su-tiáunn
sutiaunn,sú-tiáunn
sutionn,司長
sutionn,師長
sutionn,署長
sutionn,su-tiónn
sutionn,sú-tiónn
sutsai,輸在
sutsai,su-tsāi
sutsek,事蹟
sutsek,sū-tsek
sutseng,私情
sutseng,su-tsêng
sutsimuai,師姊妹
sutsimuai,su-tsí-muāi
sutsitpoo,輸一步
sutsitpoo,su-tsi̍t-pōo
sutsoo,師祖
sutsoo,su-tsóo
tahan,扙捍
tahan,tá-hān
taheng,答應
taheng,tah-èng
tahkee,搭架
tahkee,tah-kèe
tahngee,踏硬
tahngee,ta̍h-ngēe
tahpenn,搭棚
tahpenn,tah-pênn
tahtshia,搭車
tahtshia,tah-tshia
tahtshiu,搭手
tahtshiu,tah-tshiú
tahtsun,搭船
tahtsun,tah-tsûn
tahuathau,踏話頭
tahuathau,ta̍h-uā-thâu
tai,呔
tai,tái
taia,軚仔
taia,tài-á
taibee,代碼
taibee,tāi-bée
taibengsu,代名詞
taibengsu,tāi-bêng-sû
taihu,大夫
taihu,tāi-hu
taiiong,代用
taiiong,tāi-iōng
taika,大駕
taika,tāi-kà
taikakonglim,大駕光臨
taikakonglim,tāi-kà-kong-lîm
taikee,代價
taikee,tāi-kèe
Taikheng,大慶
Taikheng,Tāi-khèng
taikho,代課
taikho,tāi-khò
taikiatlisi,大吉利是
taikiatlisi,tāi-kiat-lī-sī
taikongkoseng,大功告成
taikongkoseng,tāi-kong-kò-sêng
taikongteng,大光燈
taikongteng,tāi-kong-teng
taikuanteng,大觀燈
taikuanteng,tāi-kuan-teng
tailisiong,代理商
tailisiong,tāi-lí-siong
tailo,臺羅
tailo,大佬
tailo,tâi-lô
tailo,tāi-lô
taima,大馬
taima,tāi-má
taipa,大把
taipa,tāi-pâ
taiposom,大寶森
taiposom,tāi-pó-sóm
taisaikuan,大使館
taisaikuan,tāi-sái-kuán
Taiseiaunn,大西洋
Taiseiaunn,Tāi-se-iâunn
Taiseionn,大西洋
Taiseionn,Tāi-se-iônn
taiseng,代先
taiseng,tāi-seng
taisengia,大聖爺
taisengia,tāi-sèng-iâ
taisu,代詞
taisu,tāi-sû
taitai,代代
taitai,tāi-tāi
taitekong,大帝公
taitekong,tāi-tè-kong
taiteng,台頂
taiteng,tâi-téng
taithohua,帶桃花
taithohua,tài-thô-hua
taitiaunn,台長
taitiaunn,tâi-tiáunn
taitionn,台長
taitionn,tâi-tiónn
taitshiam,代簽
taitshiam,tāi-tshiam
taitsong,埋葬
taitsong,tâi-tsòng
taiuan,臺灣
taiuan,tâi-uan
takee,大家
takee,ta-kee
takeekuann,大家官
takeekuann,ta-kee-kuann
takkee,逐家
takkee,ta̍k-kee
takmee,逐暝
takmee,ta̍k-mêe
takpi,逐比
takpi,ta̍k-pí
taktak,逐逐
taktak,ta̍k-ta̍k
taktakam,逐逐暗
taktakam,ta̍k-ta̍k-àm
taktake,逐逐个
taktake,ta̍k-ta̍k,ê
taktakjit,逐逐日
taktakjit,ta̍k-ta̍k-ji̍t
taktakjit,逐逐日
taktakjit,ta̍k-ta̍k-ji̍t
taktaklang,逐逐人
taktaklang,ta̍k-ta̍k-lâng
taktakmee,逐逐暝
taktakmee,ta̍k-ta̍k-mêe
taktakni,逐逐年
taktakni,ta̍k-ta̍k-nî
taktakpai,逐逐擺
taktakpai,ta̍k-ta̍k-pái
taktaktau,逐逐度
taktaktau,ta̍k-ta̍k-táu
taktau,逐度
taktau,ta̍k-táu
talikiann,銅鐳囝
talikiann,tâ-li-kiánn
taloh,佗落
taloh,佗落
taloh,tá-lo̍h
talohkhi,佗落去
talohkhi,tá-lo̍h,khì
talohlai,佗落來
talohlai,tá-lo̍h,lâi
talohui,佗落位
talohui,tá-lo̍h-uī
tama,耽仔
tama,tâm-á
tambunpiann,淡汶餅
tambunpiann,tām-bûn-piánn
tamkee,頕低
tamkee,tàm-kēe
tamkoosun,膽固醇
tamkoosun,tám-kòo-sûn
tampohphi,淡薄疕
tampohphi,tām-po̍h-phí
tamsek,膽識
tamsek,tám-sek
tamsip,澹濕
tamsip,tâm-sip
tamua,談話
tamua,tâm-uā
tang,噔
tang,tāng
tangheng,重型
tangheng,tāng-hêng
tanghiong,同鄉
tanghiong,tâng-hiong
tanghonghuahuinn,東方花園
tanghonghuahuinn,tang-hong-hua-huînn
tanghun,冬粉
tanghun,tang-hún
Tangiaunn,東洋
Tangiaunn,Tang-iâunn
Tangionn,東洋
Tangionn,Tang-iônn
tangkhatangtshiu,動跤動手
tangkhatangtshiu,tāng-kha-tāng-tshiú
tangkhatshuinn,重尻川
tangkhatshuinn,tāng-kha-tshuinn
tangkhipeng,重敧爿
tangkhipeng,tāng-khi-pêng
tangkua,冬瓜
tangkua,tang-kua
Tangkuasuann,冬瓜山
Tangkuasuann,Tang-kua-suann
tangkuatee,冬瓜茶
tangkuatee,tang-kua-têe
tangkuatiau,冬瓜條
tangkuatiau,tang-kua-tiâu
tanglamsaipak,東南西北
tanglamsaipak,tang-lâm-sai-pak
tangloo,銅爐
tangloo,tâng-lôo
tanglui,銅鐳
tanglui,tâng-lui
tangluikiann,銅鐳囝
tangluikiann,tâng-lui-kiánn
Tangmui,東門
tangmui,同門
Tangmui,Tang-muî
tangmui,tâng-muî
tangmuie,同門的
tangmuie,tâng-muî,ê
tango,茼蒿
tango,tâng-o
tangotshai,茼蒿菜
tangotshai,tâng-o-tshài
tangpeng,東爿
tangpeng,tang-pêng
tangpue,銅杯
tangpue,同輩
tangpue,tâng-pue
tangpue,tâng-puè
tangpun,重本
tangpun,tāng-pún
tangsai,同姒
tangsai,tâng-sāi
tangsaituato,東西大道
tangsaituato,tang-sai-tuā-tō
tangsek,重色
tangsek,tāng-sek
tangsiah,銅杓
tangsiah,tâng-sia̍h
Tangtek,東竹
Tangtek,Tang-tek
tangtong,同堂
tangtong,tâng-tông
tangtsih,重舌
tangtsih,tāng-tsi̍h
tangtsonge,同宗的
tangtsonge,tâng-tsong,ê
tangtun,銅盾
tangtun,tâng-tún
tanhongbin,單方面
tanhongbin,tan-hong-bīn
tani,大年
tani,tā-nî
tanjiong,丹絨
tanjiong,tan-jiông
tanjung,丹絨
tanjung,tan-jiông
tannkee,擔家
tannkee,tann-kee
tannkek,打擊
tannkek,tánn-kek
tannthau,檔頭
tannthau,tānn-thâu
tanntsiap,膽汁
tanntsiap,tánn-tsiap
tanntua,擔帶
tanntua,tann-tuà
TansannGoonioo,陳三五娘
TansannGoonioo,Tân-sann-Gōo-niôo
tanseng,誕生
tanseng,tàn-seng
tansoo,單數
tansoo,tan-sòo
tantan,單單
tantan,tan-tan
tantiau,等牢
tantiau,tán-tiâu
tantongtong,陳同同
tantongtong,tan-tông-tông
tantsitee,等一下
tantsitee,tán--tsi̍t-ēe
tapi,焦比
tapi,逐比
tapi,ta-pí
tapin,答允
tapin,tap-ìn
tapoo,丈夫
tapoo,tā-poo
tapoolang,丈夫人
tapoolang,tā-poo-lâng
tapooong,丈夫王
tapooong,tā-poo-ông
tapoopeng,丈夫爿
tapoopeng,ta-poo,pêng
tapoopengiu,丈夫朋友
tapoopengiu,tā-poo-pêng-iú
tapoosun,丈夫孫
tapoosun,tā-poo-sun
tasan,焦瘦
tasan,ta-sán
tata,焦焦
tata,ta-ta
tatkee,值價
tatkee,ta̍t-kèe
tatlui,值鐳
tatlui,ta̍t-lui
tatseng,達成
tatseng,ta̍t-sêng
tatshau,焦草
tatshau,ta-tsháu
tau,tau
tauboeng,鬥無閒
tauboeng,tàu-bô-êng
taugee,豆芽
taugee,tāu-gêe
taugeeji,豆芽字
taugeeji,tāu-gêe-jī
taugeeke,豆芽雞
taugeeke,tāu-gêe-ke
tauhua,豆花
tauhua,tāu-hua
tauhuhua,豆腐花
tauhuhua,tāu-hū-hua
tauhupok,豆腐粕
tauhupok,tāu-hū-po̍k
tauiann,鬥贏
tauiann,tàu-iânn
tauiubah,豆油肉
tauiubah,tāu-iû-bah
tauiuke,豆油雞
tauiuke,tāu-iû-ke
tauiutih,豆油碟
tauiutih,tāu-iû-ti̍h
taukhatshiu,湊骹手
taukhatshiu,tàu-kha-tshiú
tauku,湊句
tauku,tàu-kù
Taulakmui,斗六門
Taulakmui,Táu-la̍k-muî
taulaujuah,鬥鬧熱
taulaujuah,湊鬧熱
taulaujuah,tàu-lāu-jua̍h
tauleng,豆奶
tauleng,tāu-leng
tauphah,鬥拍
tauphah,tàu-phah
taupo,投報
taupo,tâu-pò
tausapiann,豆沙餅
tausapiann,tāu-sa-piánn
tausinnhu,豆豉魚
tausinnhu,tāu-sīnn-hû
tausiohu,鬥相輔
tausiohu,tàu-sio-hù
tausiosai,鬥相賽
tausiosai,tàu-sio-sài
tausoo,投訴
tausoo,tâu-sòo
taute,鬥底
taute,tàu-té
tautehu,鬥底魚
tautehu,tàu-té-hû
tautin,湊陣
tautin,tàu-tīn
tautsau,鬥走
tautsau,tàu-tsáu
tautseng,鬥爭
tautseng,tàu-tseng
tautshaigee,豆菜芽
tautshaigee,tāu-tshài-gêe
tautsi,鬥志
tautsi,tàu-tsì
tautsiaunn,豆醬
tautsiaunn,tāu-tsiàunn
tautsiaunnthng,豆醬湯
tautsiaunnthng,tāu-tsiàunn-thng
tautsionn,豆醬
tautsionn,tāu-tsiònn
tautsionnthng,豆醬湯
tautsionnthng,tāu-tsiònn-thng
tautso,鬥做
tautso,tàu-tsò
tautsokangkhue,鬥做工課
tautsokangkhue,tàu-tsò,kang-khuè
teakhoo,袋仔褲
teakhoo,tē-á-khòo
teasann,袋仔衫
teasann,tē-á-sann
tee,茶
tee,têe
teeau,茶甌
teeau,têe-au
teebi,茶米
teebi,têe-bí
teebiphoh,茶米粕
teebiphoh,têe-bí-phoh
teebitee,茶米茶
teebitee,têe-bí-têe
teegekuan,茶藝館
teegekuan,têe-gē-kuán
teeh,硩
teeh,teeh
teehang,茶行
teehang,têe-hâng
teehangtsua,迮紅紙
teehangtsua,teeh-âng-tsuá
teehbong,迮墓
teehbong,teeh-bōng
teehbongtsua,硩墓紙
teehbongtsua,teeh,bōng-tsuá
teehina,硩印仔
teehina,teeh,ìn-á
teehioh,茶葉
teehioh,têe-hio̍h
teehji,迮字
teehji,teeh-jī
teehki,硩枝
teehki,teeh-ki
teehkiann,硩驚
teehkiann,迮驚
teehkiann,teeh-kiann
teehlohkhi,硩落去
teehlohkhi,teeh--lo̍h-khì
teehni,迮年
teehni,teeh-nî
teehpeehtsinn,迮白錢
teehpeehtsinn,teeh-pe̍eh-tsînn
teehpinn,硩扁
teehpinn,teeh-pínn
teehsau,硩嗽
teehsau,迮嗽
teehsau,teeh-sàu
teehte,迮地
teehte,teeh-tē
teehtiann,硩定
teehtiann,迮定
teehtiann,teeh-tiānn
teehtsua,迮紙
teehtsua,teeh-tsuá
teehuinn,茶園
teehuinn,têe-huînn
teehuinntsinn,迮黃錢
teehuinntsinn,teeh-uînn-tsînn
teeiu,茶油
teeiu,têe-iû
teekhoo,茶箍
teekhoo,têe-khoo
teekoo,茶鈷
teekoo,têe-kóo
teekuan,茶館
teekuan,茶罐
teekuan,têe-kuán
teekuan,têe-kuàn
teelau,茶樓
teelau,têe-lâu
teelui,茶鐳
teelui,têe-lui
teeoo,茶烏
teeoo,têe-oo
teepau,茶包
teepau,têe-pau
teepeng,茶冰
teepeng,têe-peng
teephoh,茶粕
teephoh,têe-phoh
teepuann,茶盤
teepuann,têe-puânn
teepue,茶杯
teepue,têe-pue
teesek,茶室
teesek,têe-sek
teesim,茶心
teesim,têe-sim
teesimphoh,茶心粕
teesimphoh,têe-sim-phoh
teesimtee,茶心茶
teesimtee,têe-sim-têe
teesuann,茶山
teesuann,têe-suann
teetai,茶滓
teetai,têe-tái
teetiam,茶店
teetiam,têe-tiàm
teetiama,茶店仔
teetiama,têe-tiàm-á
teetsang,茶欉
teetsang,têe-tsâng
teetse,茶渣
teetse,têe-tse
teetsng,茶莊
teetsng,têe-tsng
teeue,茶鍋
teeue,têe-ue
tegu,地牛
tegu,tē-gû
tegukuan,地牛關
tegukuan,tē-gû-kuan
tehasek,地下室
tehasek,tē-hā-sek
teheng,地形
teheng,tē-hêng
tehu,地府
tehu,tē-hú
tehuinn,地方
tehuinn,tē-huinn
teiakong,帝爺公
teiakong,tè-iâ-kong
teian,袋緣
teian,tē-iân
teit,第一
teit,tē-it
teithang,第一項
teithang,tē-it-hāng
teitho,第一好
teitho,tē-it-hó
teitlau,第一樓
teitlau,tē-it-lâu
teitmia,第一名
teitmia,tē-it-miâ
teittau,第一度
teittau,tē-it-táu
teittsainn,第一指
teittsainn,tē-it-tsáinn
tejilau,第二樓
tejilau,tē-jī-lâu
tek,嫡
tek,德
tek,得
Tek,狄
tek,的
tek,迪
tek,特
tek,笛
tek,軸
Tek,翟
tek,敵
tek,擇
tek,澤
tek,糴
tek,tek
tek,te̍k
teka,竹仔
teka,tek-á
tekaki,竹仔枝
tekaki,tek-á-ki
tekang,短工
tekang,té-kang
Tekasuann,竹仔山
Tekasuann,Tek-á-suann
tekbak,竹目
tekbak,tek-ba̍k
tekbiha,竹篾仔
tekbiha,tek-bi̍h-á
tekbu,特務
tekbu,te̍k-bū
tekee,底價
tekee,地價
tekee,té-kèe
tekee,tē-kèe
tekhah,竹箬
tekhah,tek-ha̍h
tekhak,地殼
tekhak,tē-khak
tekham,竹䈄
tekham,tek-ham
tekhau,特效
tekhau,te̍k-hāu
tekhauioh,特效藥
tekhauioh,te̍k-hāu-io̍h
tekhi,地氣
tekhi,tē-khì
tekhioh,竹葉
tekhioh,tek-hio̍h
tekhootsata,短褲節仔
tekhootsata,té-khòo-tsa̍t-á
Tekhuatng,德化堂
Tekhuatng,Tek-huà-tn̂g
teki,得意
teki,敵意
teki,tek-ì
teki,te̍k-ì
tekiok,特約
tekiok,te̍k-iok
tekiu,特有
tekiu,te̍k-iú
tekjin,敵人
tekjin,te̍k-jîn
tekkau,德教
tekkau,tek-kàu
tekkauhue,德教會
tekkauhue,tek-kàu-huē
tekkea,竹雞仔
tekkea,tek-ke-á
tekkee,特價
tekkee,te̍k-kèe
tekkha,竹跤
tekkha,tek-kha
tekkhak,的確
tekkhak,tek-khak
tekkhoo,竹箍
tekkhoo,tek-khoo
tekkhu,特區
tekkhu,te̍k-khu
tekkhuan,特權
tekkhuan,te̍k-khuân
tekki,特技
tekki,te̍k-ki
Tekkia,竹崎
Tekkia,Tek-kiā
Tekkiahiong,竹崎鄉
Tekkiahiong,Tek-kiā-hiong
tekko,竹篙
tekko,tek-ko
tekkok,德國
tekkok,tek-kok
tekkoklang,德國人
tekkoklang,tek-kok-lâng
tekkokphiah,德國癖
tekkokphiah,tek-kok-phia̍h
tekkokua,德國話
tekkokua,tek-kok-uā
tekkong,竹管
tekkong,tek-kóng
tekkotshe,竹篙叉
tekkotshe,tek-ko-tshe
Teklam,竹南
Teklam,Tek-lâm
Teklamtin,竹南鎮
Teklamtin,Tek-lâm-tìn
teklang,竹籠
teklang,tek-láng
tekle,特例
tekle,te̍k-lē
tekli,得利
tekli,tek-lī
tekliong,德量
tekliong,tek-liōng
tekmooh,竹膜
tekmooh,tek-mo̍oh
tekpai,竹棑
tekpai,tek-pâi
Tekpak,竹北
Tekpak,Tek-pak
Tekpaktshi,竹北市
Tekpaktshi,Tek-pak-tshī
tekpee,竹耙
tekpee,tek-pêe
tekphaiuan,特派員
tekphaiuan,te̍k-phài-uân
tekphia,竹披仔
tekphia,tek-phi-á
tekphio,得票
tekphio,tek-phiò
tekphiolut,得票率
tekphiolut,tek-phiò-lu̍t
tekpiat,特別
